Transaction_ID,Transaction_Amount_INR,Transaction_Type,Merchant_Category,Hour_of_Day,Day_of_Week,Is_New_Device,Is_New_Location,Distance_From_Home_KM,Account_Age_Days,Time_Since_Last_Transaction_Minutes,Is_Fraud
TXN-002056,1415.02,Wire Transfer,Grocery,17,3,0,0,19.81,2526,520.0,0
TXN-002057,1720.73,UPI,Travel,13,5,0,0,0.1,1976,231.52,0
TXN-002058,657.22,NEFT,Grocery,17,4,0,0,12.82,3054,3.9,0
TXN-002059,2465.16,Card Payment,Grocery,22,1,0,0,5.81,1448,33.42,0
TXN-002060,2477.03,UPI,Electronics,14,6,0,0,1.24,3381,51.57,0
TXN-002061,569.37,NEFT,Electronics,8,6,0,1,25.51,2535,151.35,0
TXN-002062,19091.98,Card Payment,Entertainment,16,0,0,1,9.23,1911,1.06,0
TXN-002063,1193.22,Card Payment,Utility Bills,11,3,1,1,20.66,249,345.11,0
TXN-002064,2798.21,Card Payment,Utility Bills,8,5,0,0,20.3,2933,413.98,0
TXN-002065,76.97,UPI,Electronics,10,4,0,0,12.99,594,25.45,0
TXN-002066,2969.64,NEFT,Electronics,12,6,0,0,7.79,1266,158.9,0
TXN-002067,947.19,UPI,Electronics,6,3,1,1,19.94,1364,8.64,1
TXN-002068,1703.63,UPI,Others,14,5,0,0,4.05,92,96.99,0
TXN-002069,1738.59,ATM Withdrawal,Electronics,8,6,0,0,6.54,1101,257.89,0
TXN-002070,8444.79,UPI,Electronics,18,1,0,1,32.82,2961,245.47,0
TXN-002071,2303.07,Card Payment,Others,12,5,0,0,10.46,983,168.42,0
TXN-002072,31490.5,ATM Withdrawal,Cash Withdrawal,20,2,0,0,5.32,2554,126.41,0
TXN-002073,670.04,UPI,Travel,8,6,0,0,4.52,458,177.82,0
TXN-002074,466.31,NEFT,Travel,7,0,0,0,5.67,1101,302.26,0
TXN-002075,3307.28,Card Payment,Electronics,13,2,0,0,0.86,753,9.79,0
TXN-002076,3265.51,Card Payment,Others,13,1,0,0,12.89,441,65.99,0
TXN-002077,23662.09,ATM Withdrawal,Entertainment,10,4,0,0,8.07,1749,42.73,0
TXN-002078,2894.82,UPI,Others,19,3,0,0,1.06,1675,14.19,0
TXN-002079,9145.09,ATM Withdrawal,Grocery,9,0,0,0,23.98,2068,161.18,0
TXN-002080,8800.61,Card Payment,Grocery,7,3,0,0,1.37,1154,123.77,0
TXN-002081,421.23,ATM Withdrawal,Grocery,12,6,0,0,4.28,2601,30.8,0
TXN-002082,705.93,UPI,Utility Bills,21,2,1,0,10.02,472,13.86,0
TXN-002083,364.0,UPI,Utility Bills,5,3,0,0,5.94,262,174.41,0
TXN-002084,1204.55,Card Payment,Grocery,12,2,0,0,2.56,1391,395.01,0
TXN-002085,603.27,UPI,Cash Withdrawal,18,3,0,0,3.21,1559,63.49,0
TXN-002086,1792.74,Wire Transfer,Utility Bills,20,5,0,0,8.96,1286,229.15,0
TXN-002087,3152.8,Card Payment,Grocery,9,5,0,0,0.75,655,391.88,0
TXN-002088,1195.46,ATM Withdrawal,Cash Withdrawal,12,5,0,0,6.92,395,439.36,0
TXN-002089,1701.05,NEFT,Grocery,23,6,0,1,0.23,918,200.76,0
TXN-002090,4077.58,Card Payment,Electronics,23,2,0,0,11.84,2307,177.98,0
TXN-002091,2413.96,UPI,Utility Bills,14,1,0,0,14.71,1077,58.36,0
TXN-002092,607.76,NEFT,Cash Withdrawal,19,6,0,0,5.55,2193,630.34,0
TXN-002093,2772.23,UPI,Grocery,14,1,0,0,13.53,2374,93.06,0
TXN-002094,3552.86,Card Payment,Grocery,4,5,0,0,5.16,42,141.67,0
TXN-002095,1856.13,UPI,Cash Withdrawal,20,1,0,0,2.12,216,24.85,0
TXN-002096,457.62,Card Payment,Grocery,18,5,0,0,16.99,96,12.94,0
TXN-002097,35397.04,UPI,Cash Withdrawal,13,3,0,0,5.05,785,99.02,0
TXN-002098,865.24,UPI,Utility Bills,13,5,0,0,8.41,63,630.02,0
TXN-002099,1119.57,UPI,Electronics,9,5,0,0,11.01,143,158.97,0
TXN-002100,441.97,NEFT,Utility Bills,8,5,0,0,2.46,3079,70.59,0
TXN-002101,1068.51,UPI,Cash Withdrawal,11,2,0,0,1.34,1952,181.28,0
TXN-002102,7134.84,Card Payment,Entertainment,7,4,0,1,1.71,2257,72.14,0
TXN-002103,5245.4,Wire Transfer,Others,7,3,0,0,7.43,3215,217.98,0
TXN-002104,1446.34,UPI,Others,14,3,0,0,14.81,444,1474.2,0
TXN-002105,4299.4,UPI,Entertainment,5,5,0,1,15.33,2921,25.0,0
TXN-002106,2274.48,UPI,Grocery,16,3,0,0,4.21,2734,312.42,0
TXN-002107,1358.2,UPI,Cash Withdrawal,22,4,0,1,24.01,1883,532.33,0
TXN-002108,1828.54,Card Payment,Electronics,5,4,0,0,37.87,627,234.6,0
TXN-002109,4697.92,UPI,Electronics,15,4,0,0,6.31,221,195.9,0
TXN-002110,1041.28,UPI,Travel,19,1,0,0,13.69,2133,187.51,0
TXN-002111,475.82,UPI,Grocery,13,5,0,0,19.11,2188,122.14,0
TXN-002112,3779.11,UPI,Grocery,21,1,0,0,17.74,1204,122.75,0
TXN-002113,570.99,NEFT,Entertainment,14,3,0,1,1.28,2010,115.53,0
TXN-002114,2302.76,ATM Withdrawal,Utility Bills,16,1,0,0,4.59,2596,429.84,0
TXN-002115,395.54,Card Payment,Entertainment,8,1,0,0,5.55,1937,70.82,0
TXN-002116,2196.16,Card Payment,Entertainment,13,3,0,0,2.28,2577,63.54,0
TXN-002117,815.93,UPI,Entertainment,9,4,0,0,3.71,3424,6.04,0
TXN-002118,2897.58,UPI,Entertainment,10,4,0,0,4.62,2008,96.34,0
TXN-002119,1088.84,Card Payment,Entertainment,10,2,1,0,6.12,1316,228.59,0
TXN-002120,948.45,NEFT,Jewelry,19,3,0,0,0.7,2444,210.17,0
TXN-002121,2000.87,UPI,Travel,19,6,0,0,7.64,3559,7.47,0
TXN-002122,16959.45,UPI,Grocery,15,4,0,0,17.91,1952,84.55,0
TXN-002123,1479.19,UPI,Travel,11,1,0,1,15.99,221,312.21,0
TXN-002124,2282.85,UPI,Others,11,4,0,0,5.97,3002,229.38,0
TXN-002125,1224.09,UPI,Electronics,11,3,0,0,8.41,3091,268.73,0
TXN-002126,1165.35,UPI,Grocery,18,1,0,0,2.38,2400,8.03,0
TXN-002127,495.8,UPI,Others,21,1,1,0,0.84,2505,205.18,0
TXN-002128,2738.87,NEFT,Utility Bills,13,3,1,0,2.76,3525,129.92,0
TXN-002129,1200.98,Card Payment,Grocery,11,2,0,0,10.77,2286,583.13,0
TXN-002130,7728.95,UPI,Utility Bills,9,6,0,0,12.17,968,176.91,0
TXN-002131,4672.28,UPI,Travel,14,2,0,0,2.13,669,278.68,0
TXN-002132,609.42,ATM Withdrawal,Entertainment,9,1,0,0,2.51,74,96.81,0
TXN-002133,3083.18,NEFT,Entertainment,21,0,0,0,14.18,1639,226.1,0
TXN-002134,673.68,UPI,Grocery,9,5,0,0,7.25,1971,574.62,0
TXN-002135,5594.82,NEFT,Utility Bills,19,1,0,0,5.35,427,309.57,0
TXN-002136,2569.18,Card Payment,Grocery,16,4,0,0,1.04,3256,134.54,0
TXN-002137,744.4,UPI,Grocery,8,5,0,0,5.94,531,215.28,0
TXN-002138,3537.39,Card Payment,Grocery,8,2,0,0,4.69,1880,1.31,0
TXN-002139,1052.08,NEFT,Entertainment,20,5,0,0,0.72,1613,4.85,0
TXN-002140,3658.7,UPI,Travel,17,6,0,0,2.86,2739,169.47,0
TXN-002141,1461.95,NEFT,Utility Bills,9,0,0,0,4.63,300,26.28,0
TXN-002142,4809.53,Card Payment,Grocery,17,1,0,0,10.7,2047,10.59,0
TXN-002143,591.01,UPI,Grocery,7,3,1,1,11.52,319,157.63,0
TXN-002144,9261.97,ATM Withdrawal,Entertainment,7,1,0,0,2.07,435,42.74,0
TXN-002145,459.93,Card Payment,Jewelry,8,5,0,0,18.35,2201,76.95,0
TXN-002146,599.29,UPI,Cash Withdrawal,13,2,0,0,11.55,1828,53.07,0
TXN-002147,4500.9,Card Payment,Electronics,18,0,0,0,1.17,982,428.71,0
TXN-002148,443.76,UPI,Cash Withdrawal,9,4,0,0,6.63,1557,170.9,0
TXN-002149,2691.25,UPI,Electronics,18,6,0,0,5.32,2573,41.92,0
TXN-002150,299.16,Card Payment,Others,13,6,0,0,7.38,2920,80.19,0
TXN-002151,8837.71,ATM Withdrawal,Entertainment,14,1,0,0,17.98,3318,16.96,0
TXN-002152,4109.51,Card Payment,Jewelry,18,0,0,0,10.46,3457,7.94,0
TXN-002153,4479.28,NEFT,Grocery,7,5,0,0,4.15,1691,166.96,0
TXN-002154,14741.17,UPI,Utility Bills,17,0,0,0,6.31,1961,107.8,0
TXN-002155,1500.13,UPI,Travel,11,2,0,0,1.05,228,81.73,0
TXN-002156,431.83,UPI,Utility Bills,15,5,0,0,15.57,1787,335.32,0
TXN-002157,702.59,Card Payment,Grocery,7,5,0,0,7.07,2924,70.14,0
TXN-002158,6055.03,Card Payment,Grocery,9,1,0,0,0.42,472,359.51,0
TXN-002159,1168.98,Card Payment,Grocery,19,5,0,0,3.41,3183,86.99,0
TXN-002160,3493.7,NEFT,Utility Bills,18,1,0,0,2.22,625,15.85,0
TXN-002161,1212.47,UPI,Entertainment,20,2,0,0,15.74,1680,180.77,0
TXN-002162,1712.06,Card Payment,Grocery,7,5,0,0,2.37,238,70.04,0
TXN-002163,3136.6,ATM Withdrawal,Electronics,20,1,0,0,1.09,1804,45.69,0
TXN-002164,4507.23,UPI,Grocery,8,0,0,0,6.81,1596,98.51,0
TXN-002165,1182.73,UPI,Grocery,12,0,0,0,0.99,684,71.4,0
TXN-002166,4278.9,NEFT,Entertainment,5,5,0,0,29.51,1657,133.09,0
TXN-002167,538.19,Card Payment,Entertainment,9,2,0,0,10.92,2994,94.28,0
TXN-002168,268.67,NEFT,Entertainment,11,2,0,0,0.66,2598,262.66,0
TXN-002169,1473.58,NEFT,Utility Bills,3,2,0,0,12.7,1460,44.47,0
TXN-002170,4035.2,UPI,Travel,19,5,0,0,13.33,1439,48.22,0
TXN-002171,8774.4,UPI,Grocery,6,1,0,0,10.67,2700,145.86,0
TXN-002172,6007.37,UPI,Grocery,7,1,0,0,10.0,3258,58.41,0
TXN-002173,1277.4,ATM Withdrawal,Utility Bills,17,2,1,0,18.46,473,185.26,0
TXN-002174,15838.29,NEFT,Jewelry,13,4,0,0,4.53,3009,71.28,0
TXN-002175,510.75,UPI,Entertainment,20,3,0,0,3.55,1026,13.15,0
TXN-002176,2353.23,NEFT,Utility Bills,9,4,0,0,2.1,2055,69.36,0
TXN-002177,2300.39,Card Payment,Grocery,14,2,0,0,3.07,640,221.76,0
TXN-002178,137.87,UPI,Electronics,9,6,0,0,1.18,1446,243.5,0
TXN-002179,2852.86,Card Payment,Grocery,18,5,0,0,0.61,2875,139.61,0
TXN-002180,1681.75,UPI,Grocery,18,0,0,1,4.87,1488,300.6,0
TXN-002181,388.91,Card Payment,Grocery,19,1,0,0,3.07,1208,9.83,0
TXN-002182,2898.25,Card Payment,Grocery,17,5,0,0,7.3,1867,233.53,0
TXN-002183,3849.31,Card Payment,Electronics,21,4,0,0,5.27,1421,223.16,0
TXN-002184,5450.85,UPI,Travel,12,3,0,0,4.83,41,101.02,0
TXN-002185,701.52,Card Payment,Travel,17,1,0,0,8.79,932,34.82,0
TXN-002186,3040.25,UPI,Utility Bills,11,5,0,0,5.33,2518,89.94,0
TXN-002187,3218.29,Card Payment,Cash Withdrawal,11,4,0,0,8.82,3137,22.55,0
TXN-002188,1396.24,UPI,Utility Bills,15,1,0,0,0.17,1487,688.43,0
TXN-002189,1042.74,UPI,Travel,6,2,0,0,6.78,3383,197.31,0
TXN-002190,1841.17,UPI,Cash Withdrawal,13,2,0,1,1.02,195,2.72,0
TXN-002191,3175.07,UPI,Grocery,8,4,0,0,8.02,665,2.37,0
TXN-002192,8727.28,UPI,Electronics,12,5,0,0,21.76,1016,46.27,0
TXN-002193,987.95,ATM Withdrawal,Utility Bills,13,1,0,0,4.25,3536,41.88,0
TXN-002194,2960.63,UPI,Cash Withdrawal,21,6,0,0,0.02,1994,78.04,0
TXN-002195,3496.59,UPI,Grocery,10,6,1,0,7.0,1990,574.05,0
TXN-002196,1379.76,ATM Withdrawal,Utility Bills,7,3,0,0,8.16,2367,64.86,0
TXN-002197,763.95,ATM Withdrawal,Electronics,12,5,0,0,7.63,169,324.54,0
TXN-002198,446.29,Card Payment,Others,6,4,0,0,9.48,304,17.58,0
TXN-002199,9714.91,ATM Withdrawal,Others,20,6,0,1,4.35,44,238.18,0
TXN-002200,13781.52,UPI,Electronics,20,6,0,0,3.66,1154,7.1,0
TXN-002201,4198.79,ATM Withdrawal,Others,12,2,0,0,1.18,779,348.71,0
TXN-002202,388.3,UPI,Others,16,3,0,0,0.81,2952,11.61,0
TXN-002203,2055.66,ATM Withdrawal,Grocery,10,2,1,0,11.82,1802,199.55,0
TXN-002204,15002.77,UPI,Electronics,6,6,0,1,20.79,1641,11.6,0
TXN-002205,1459.02,UPI,Others,13,4,0,0,26.03,2373,679.52,0
TXN-002206,961.24,Card Payment,Entertainment,20,4,0,0,9.63,745,59.61,0
TXN-002207,3502.39,Card Payment,Grocery,12,2,0,0,10.94,1570,14.66,0
TXN-002208,1819.08,UPI,Electronics,18,5,0,0,33.8,3122,175.91,0
TXN-002209,5356.0,UPI,Entertainment,21,0,0,0,9.85,1300,64.12,0
TXN-002210,6983.2,UPI,Cash Withdrawal,15,3,0,0,9.8,1672,272.56,0
TXN-002211,7593.53,ATM Withdrawal,Grocery,14,5,0,0,2.88,177,92.57,0
TXN-002212,8331.75,Wire Transfer,Electronics,22,4,1,1,862.21,1576,428.9,1
TXN-002213,3445.57,NEFT,Utility Bills,16,1,0,0,1.72,2250,70.24,0
TXN-002214,4227.78,UPI,Travel,8,1,0,0,4.07,745,345.93,0
TXN-002215,5278.49,UPI,Utility Bills,18,5,0,0,6.31,1406,1.0,0
TXN-002216,39970.31,Card Payment,Electronics,7,3,0,0,3.34,751,189.05,0
TXN-002217,14250.24,UPI,Travel,19,6,0,0,1.57,1507,3.26,0
TXN-002218,1640.78,Wire Transfer,Grocery,8,1,0,0,8.4,2072,13.66,0
TXN-002219,2661.72,ATM Withdrawal,Electronics,18,2,0,0,3.67,3599,283.59,0
TXN-002220,649.59,Wire Transfer,Grocery,15,2,0,0,29.53,2719,341.7,0
TXN-002221,3578.8,Card Payment,Entertainment,6,6,0,0,1.97,1193,163.91,0
TXN-002222,1878.21,UPI,Utility Bills,17,4,0,0,11.95,1695,197.01,0
TXN-002223,218.55,ATM Withdrawal,Utility Bills,8,3,0,0,3.53,1162,9.05,0
TXN-002224,1877.31,Card Payment,Others,13,4,1,0,1.19,328,127.22,0
TXN-002225,2084.64,Card Payment,Entertainment,17,3,0,0,19.27,2908,79.06,0
TXN-002226,1755.22,Card Payment,Grocery,9,6,0,1,1.13,2169,36.73,0
TXN-002227,14543.83,UPI,Utility Bills,19,5,0,0,22.37,2833,843.02,0
TXN-002228,2786.53,Card Payment,Travel,20,3,0,0,14.77,2642,286.72,0
TXN-002229,3782.4,NEFT,Utility Bills,9,4,0,0,6.15,2870,136.61,0
TXN-002230,3718.89,NEFT,Cash Withdrawal,12,6,0,0,14.72,147,56.04,0
TXN-002231,4100.1,Card Payment,Electronics,8,6,0,0,6.45,472,134.52,0
TXN-002232,2415.76,Card Payment,Entertainment,6,4,0,0,6.94,1477,45.46,0
TXN-002233,854.87,Card Payment,Others,22,4,1,1,7.57,877,1.16,1
TXN-002234,604.71,UPI,Grocery,17,5,0,0,6.48,1242,1.0,0
TXN-002235,12107.34,UPI,Cash Withdrawal,13,3,0,0,4.47,1481,26.02,0
TXN-002236,808.19,UPI,Travel,21,1,0,0,25.55,2688,118.34,0
TXN-002237,217.34,UPI,Electronics,8,0,1,0,15.09,470,2.61,1
TXN-002238,5525.16,UPI,Entertainment,19,3,0,0,6.79,666,37.32,0
TXN-002239,905.71,Card Payment,Jewelry,7,3,0,0,0.02,1466,116.71,0
TXN-002240,543.38,Card Payment,Others,7,5,0,0,5.96,216,209.57,0
TXN-002241,362.8,UPI,Grocery,12,5,0,0,2.91,3380,138.19,0
TXN-002242,10228.31,UPI,Utility Bills,9,1,0,0,3.63,742,185.6,0
TXN-002243,333.22,ATM Withdrawal,Grocery,9,4,0,0,5.52,108,341.73,0
TXN-002244,3509.51,UPI,Utility Bills,11,3,0,0,22.3,3390,122.5,0
TXN-002245,4229.31,UPI,Electronics,10,1,0,0,8.0,586,154.1,0
TXN-002246,1388.97,Card Payment,Travel,10,2,0,0,15.03,1134,107.36,0
TXN-002247,846.3,Card Payment,Grocery,18,1,0,0,26.6,1618,310.27,0
TXN-002248,536.08,UPI,Entertainment,11,4,1,0,6.25,1944,49.8,0
TXN-002249,2295.39,UPI,Utility Bills,19,0,0,0,1.14,2872,128.56,0
TXN-002250,2201.25,ATM Withdrawal,Entertainment,6,1,0,0,3.37,3047,16.78,0
TXN-002251,3864.29,Card Payment,Entertainment,7,1,0,0,11.18,3291,82.55,0
TXN-002252,1246.85,ATM Withdrawal,Entertainment,20,2,0,0,7.01,365,31.33,0
TXN-002253,575.59,Card Payment,Cash Withdrawal,12,4,0,0,8.37,611,415.79,0
TXN-002254,273.73,Card Payment,Grocery,16,1,0,0,4.99,3137,30.13,0
TXN-002255,14746.24,UPI,Cash Withdrawal,10,3,0,0,11.27,3205,73.25,0
TXN-002256,2782.85,Card Payment,Grocery,11,1,0,0,1.3,1081,67.4,0
TXN-002257,3033.57,UPI,Electronics,10,5,0,0,0.54,2071,116.7,0
TXN-002258,4693.34,NEFT,Grocery,20,2,0,0,1.43,2989,1621.46,0
TXN-002259,2223.6,ATM Withdrawal,Utility Bills,19,4,0,0,8.84,1695,52.86,0
TXN-002260,11968.83,UPI,Entertainment,5,4,0,0,2.23,3058,27.19,0
TXN-002261,679.24,ATM Withdrawal,Grocery,16,3,0,0,5.74,3334,142.83,0
TXN-002262,4777.89,UPI,Cash Withdrawal,12,0,0,0,1.13,1666,499.5,0
TXN-002263,689.15,UPI,Grocery,14,4,0,0,1.25,3074,252.27,0
TXN-002264,4834.99,Card Payment,Grocery,9,3,1,0,27.72,1389,137.97,0
TXN-002265,14827.67,UPI,Cash Withdrawal,21,4,1,1,5.56,3013,715.28,0
TXN-002266,912.31,UPI,Grocery,12,5,0,0,9.93,667,250.04,0
TXN-002267,1148.75,Card Payment,Utility Bills,9,5,0,0,4.4,568,358.38,0
TXN-002268,2296.07,NEFT,Utility Bills,20,2,0,0,19.18,1901,606.61,0
TXN-002269,802.54,UPI,Utility Bills,6,5,0,0,1.06,1608,75.84,0
TXN-002270,558.72,UPI,Utility Bills,5,5,0,0,0.93,3448,257.79,0
TXN-002271,784.55,UPI,Travel,18,1,0,0,13.26,1541,158.54,0
TXN-002272,2847.45,Card Payment,Others,12,4,0,0,5.05,811,44.4,0
TXN-002273,3412.3,Card Payment,Utility Bills,19,6,0,0,14.46,3351,235.56,0
TXN-002274,4138.79,Card Payment,Utility Bills,11,4,0,0,40.49,2036,222.94,0
TXN-002275,2050.92,Card Payment,Utility Bills,11,6,0,0,10.85,1332,144.82,0
TXN-002276,159.02,UPI,Entertainment,13,2,0,0,11.89,1620,114.24,0
TXN-002277,2941.57,UPI,Electronics,11,5,0,0,10.23,3241,259.62,0
TXN-002278,4286.21,UPI,Grocery,14,1,0,0,3.79,687,288.42,0
TXN-002279,1893.23,Card Payment,Grocery,7,4,0,1,1.39,1631,388.77,0
TXN-002280,1035.03,Card Payment,Cash Withdrawal,11,3,0,0,7.09,1596,73.8,0
TXN-002281,639.46,UPI,Grocery,17,0,0,0,15.21,3547,134.34,0
TXN-002282,2447.98,UPI,Entertainment,17,6,0,0,32.08,80,129.55,0
TXN-002283,2796.29,Card Payment,Grocery,17,6,0,0,7.41,1141,241.67,0
TXN-002284,491.7,UPI,Utility Bills,12,4,0,0,1.54,3401,316.0,0
TXN-002285,3862.62,NEFT,Electronics,18,4,0,0,20.24,2378,59.92,0
TXN-002286,4452.74,Card Payment,Entertainment,10,1,0,0,3.76,213,170.82,0
TXN-002287,926.06,UPI,Grocery,13,4,0,0,1.41,2704,12.23,0
TXN-002288,626.62,Wire Transfer,Utility Bills,7,2,0,0,12.46,1608,29.66,0
TXN-002289,2034.88,NEFT,Grocery,9,4,0,0,15.8,2359,51.08,0
TXN-002290,821.88,UPI,Grocery,4,1,1,0,130.26,218,1.62,1
TXN-002291,2904.17,Card Payment,Cash Withdrawal,8,1,0,0,5.71,881,66.78,0
TXN-002292,8189.28,UPI,Others,15,4,0,0,18.71,2498,105.56,0
TXN-002293,16557.11,UPI,Grocery,5,6,0,0,1.15,605,371.03,0
TXN-002294,4334.78,UPI,Electronics,15,6,0,0,19.27,962,8.95,0
TXN-002295,4530.66,UPI,Entertainment,15,1,0,0,4.14,2392,122.05,0
TXN-002296,3924.96,UPI,Utility Bills,20,4,0,0,13.26,1731,218.38,0
TXN-002297,8804.19,Card Payment,Travel,13,5,0,0,2.19,589,1.0,0
TXN-002298,903.2,UPI,Grocery,12,3,0,0,7.47,967,307.59,0
TXN-002299,7191.64,NEFT,Grocery,15,1,0,0,8.31,1955,9.25,0
TXN-002300,1034.69,NEFT,Cash Withdrawal,19,1,0,0,11.88,1472,203.09,0
TXN-002301,1805.72,Card Payment,Travel,18,1,1,0,5.31,3193,70.57,0
TXN-002302,1209.53,NEFT,Grocery,17,1,0,0,7.22,3506,214.9,0
TXN-002303,1087.69,UPI,Cash Withdrawal,13,2,0,0,11.82,1760,151.66,0
TXN-002304,2358.61,UPI,Grocery,12,2,0,0,21.2,69,75.99,0
TXN-002305,539.47,UPI,Travel,17,0,0,0,2.02,3320,176.65,0
TXN-002306,20998.39,ATM Withdrawal,Utility Bills,9,2,0,0,10.75,1571,181.44,0
TXN-002307,476.28,UPI,Grocery,13,4,0,0,3.08,67,305.26,0
TXN-002308,1429.04,UPI,Grocery,14,3,1,0,4.08,3005,154.97,0
TXN-002309,2876.72,Card Payment,Grocery,19,6,0,0,5.4,375,357.66,0
TXN-002310,3580.71,ATM Withdrawal,Utility Bills,16,1,0,0,28.9,1891,172.84,0
TXN-002311,1836.25,Card Payment,Others,14,2,0,0,4.04,1566,257.23,0
TXN-002312,1056.22,Wire Transfer,Travel,21,1,0,0,3.13,1728,40.0,0
TXN-002313,4402.95,NEFT,Utility Bills,14,3,0,0,13.23,3078,204.81,0
TXN-002314,1525.88,Card Payment,Electronics,12,3,0,0,5.3,256,110.15,0
TXN-002315,1272.81,UPI,Electronics,19,0,0,0,30.97,3573,29.83,0
TXN-002316,429.52,NEFT,Entertainment,12,3,0,0,17.27,280,110.37,0
TXN-002317,1804.23,UPI,Grocery,17,6,0,0,4.45,2906,187.61,0
TXN-002318,371.43,UPI,Grocery,7,5,0,0,11.62,3530,86.13,0
TXN-002319,467.18,Card Payment,Utility Bills,8,3,0,0,0.17,1679,828.26,0
TXN-002320,1447.67,Card Payment,Travel,18,3,0,0,13.35,3330,145.92,0
TXN-002321,789.83,UPI,Utility Bills,18,6,0,0,22.55,2807,55.25,0
TXN-002322,16290.09,UPI,Others,19,4,0,0,3.14,2891,78.86,0
TXN-002323,737.0,UPI,Grocery,12,2,0,0,5.53,2328,493.68,0
TXN-002324,756.14,Card Payment,Utility Bills,7,2,1,0,2.07,3393,61.32,0
TXN-002325,3217.46,UPI,Others,13,2,0,0,3.5,1096,134.09,0
TXN-002326,1283.16,UPI,Grocery,12,0,0,0,12.91,2349,48.41,0
TXN-002327,15004.74,NEFT,Cash Withdrawal,4,4,1,1,1960.12,1566,105.67,1
TXN-002328,3852.44,ATM Withdrawal,Utility Bills,9,5,0,0,17.38,970,61.68,0
TXN-002329,2873.01,Card Payment,Entertainment,13,1,0,0,5.92,1033,254.27,0
TXN-002330,771.4,UPI,Grocery,17,6,0,0,7.81,3066,516.6,0
TXN-002331,183.01,Wire Transfer,Entertainment,21,0,0,0,2.71,3040,202.94,0
TXN-002332,483.46,NEFT,Grocery,20,5,0,0,5.02,1013,157.41,0
TXN-002333,3617.99,Card Payment,Travel,16,4,0,0,0.12,3063,458.45,0
TXN-002334,260.92,UPI,Entertainment,6,3,0,0,4.14,1209,283.14,0
TXN-002335,2441.59,UPI,Grocery,13,3,0,0,17.19,2306,43.26,0
TXN-002336,15461.58,ATM Withdrawal,Utility Bills,21,0,0,0,13.4,1222,453.11,0
TXN-002337,1265.15,Card Payment,Entertainment,8,4,0,0,32.36,601,37.37,0
TXN-002338,1513.39,UPI,Cash Withdrawal,18,5,0,0,30.7,2844,759.07,0
TXN-002339,940.26,ATM Withdrawal,Grocery,7,1,0,0,13.57,504,133.56,0
TXN-002340,1721.79,Card Payment,Cash Withdrawal,20,3,0,0,0.19,1531,307.68,0
TXN-002341,1965.9,UPI,Cash Withdrawal,16,1,0,0,5.26,3096,265.76,0
TXN-002342,3562.29,NEFT,Cash Withdrawal,20,4,0,0,6.89,1557,390.39,0
TXN-002343,2659.79,UPI,Grocery,18,6,0,0,22.83,1924,10.88,0
TXN-002344,1563.09,Card Payment,Cash Withdrawal,15,1,0,0,5.05,1793,3.76,0
TXN-002345,1221.84,NEFT,Travel,17,5,0,0,6.43,1138,73.87,0
TXN-002346,6744.61,UPI,Others,10,4,0,0,26.79,1551,57.18,0
TXN-002347,665.21,UPI,Utility Bills,17,3,0,0,19.18,1289,41.76,0
TXN-002348,6691.44,UPI,Grocery,18,5,0,0,4.17,2190,208.88,0
TXN-002349,1428.43,Card Payment,Grocery,3,0,0,0,5.32,315,285.02,0
TXN-002350,1094.69,UPI,Cash Withdrawal,15,0,0,0,15.46,1621,224.13,0
TXN-002351,879.83,UPI,Entertainment,18,3,0,0,0.99,1495,418.46,0
TXN-002352,3329.5,UPI,Grocery,13,0,0,0,16.85,2254,400.27,0
TXN-002353,591.62,UPI,Entertainment,10,0,0,0,7.74,1137,14.97,0
TXN-002354,4005.28,NEFT,Travel,19,6,1,1,75.36,1804,0.1,1
TXN-002355,565.74,ATM Withdrawal,Cash Withdrawal,19,4,0,0,6.93,988,39.27,0
TXN-002356,493.74,Card Payment,Utility Bills,17,4,0,0,15.18,114,35.04,0
TXN-002357,593.93,UPI,Electronics,17,0,0,1,1.95,1555,390.28,0
TXN-002358,2994.15,ATM Withdrawal,Others,13,6,0,0,6.06,2506,84.63,0
TXN-002359,3742.1,UPI,Grocery,17,3,0,0,2.95,2726,105.22,0
TXN-002360,6975.76,UPI,Utility Bills,10,2,0,0,11.82,1442,278.21,0
TXN-002361,7530.85,NEFT,Electronics,10,2,0,0,9.17,1214,80.81,0
TXN-002362,1157.24,Card Payment,Electronics,20,5,0,0,20.71,3608,841.3,0
TXN-002363,10558.14,NEFT,Entertainment,12,6,0,0,12.49,3076,125.98,0
TXN-002364,1686.98,Card Payment,Others,14,0,0,0,6.8,1702,303.28,0
TXN-002365,1098.66,NEFT,Utility Bills,18,2,0,0,23.14,439,287.9,0
TXN-002366,13703.15,UPI,Grocery,18,2,0,0,6.78,3180,70.27,0
TXN-002367,460.07,UPI,Utility Bills,11,2,0,0,5.81,104,10.79,0
TXN-002368,605.61,Card Payment,Electronics,22,1,0,0,13.83,2065,159.52,0
TXN-002369,1189.78,UPI,Cash Withdrawal,20,6,1,0,0.93,1562,31.66,0
TXN-002370,314.65,UPI,Grocery,8,4,0,0,5.42,69,71.51,0
TXN-002371,4909.21,UPI,Entertainment,7,3,0,0,2.45,453,986.51,0
TXN-002372,3416.04,UPI,Others,16,4,0,0,13.71,1343,11.28,0
TXN-002373,1887.12,NEFT,Electronics,18,1,0,0,6.4,988,489.6,0
