session_id,typing_speed_wpm,keystroke_interval_std_ms,session_duration_sec,login_hour,geo_distance_from_home_km,failed_pin_attempts,device_change_flag,is_anomaly
SESS-001639,43.1,89.0,56.5,7,19.7,0,0,0
SESS-001640,51.3,73.4,197.0,21,1.4,0,0,0
SESS-001641,54.0,68.0,188.3,15,5.1,0,0,0
SESS-001642,44.7,82.4,363.0,6,3.7,0,0,0
SESS-001643,40.1,39.0,295.6,10,7.6,0,1,0
SESS-001644,53.1,24.6,396.3,15,0.4,0,0,0
SESS-001645,54.3,69.5,84.0,14,9.7,0,0,0
SESS-001646,33.1,92.7,140.9,13,8.0,0,0,0
SESS-001647,40.5,107.0,290.0,7,0.2,0,0,0
SESS-001648,31.4,76.6,197.7,14,0.9,1,0,0
SESS-001649,55.9,74.8,175.2,12,0.4,0,1,0
SESS-001650,36.1,78.8,155.0,11,12.4,0,0,0
SESS-001651,49.0,104.4,252.8,12,10.9,0,0,0
SESS-001652,48.4,70.2,522.5,6,17.6,0,0,0
SESS-001653,26.1,117.4,101.6,11,2.3,1,0,0
SESS-001654,48.4,63.3,348.7,10,12.1,0,0,0
SESS-001655,48.2,83.0,83.3,12,5.6,0,0,0
SESS-001656,51.2,80.3,353.1,22,15.6,0,0,0
SESS-001657,53.2,89.9,339.2,21,0.0,0,0,0
SESS-001658,40.6,94.2,145.8,19,0.6,0,0,0
SESS-001659,56.3,88.6,56.7,21,3.1,0,0,0
SESS-001660,43.8,102.5,314.5,11,1.7,0,0,0
SESS-001661,45.5,53.9,361.8,16,2.4,0,0,0
SESS-001662,38.6,93.1,549.7,21,1.0,0,0,0
SESS-001663,52.1,78.7,179.7,15,0.7,0,0,0
SESS-001664,44.3,89.4,312.1,19,10.4,0,0,0
SESS-001665,41.6,82.4,57.0,8,7.2,0,0,0
SESS-001666,40.5,65.2,463.3,11,6.8,0,0,0
SESS-001667,39.1,100.5,55.5,15,0.2,1,0,0
SESS-001668,55.2,84.8,165.0,19,1.6,0,0,0
SESS-001669,59.5,68.1,116.8,12,0.2,0,0,0
SESS-001670,58.4,48.5,168.3,11,2.8,0,0,0
SESS-001671,63.9,99.1,295.9,7,0.9,0,0,0
SESS-001672,34.8,88.8,136.4,6,9.1,0,0,0
SESS-001673,60.8,88.7,75.8,20,11.0,0,0,0
SESS-001674,40.1,63.2,148.7,22,1.1,0,0,0
SESS-001675,35.2,59.2,239.5,22,3.4,0,0,0
SESS-001676,31.2,102.1,387.6,11,3.2,0,0,0
SESS-001677,43.8,82.0,75.1,21,2.3,0,0,0
SESS-001678,39.5,104.5,83.2,20,6.1,0,0,0
SESS-001679,38.1,123.8,114.8,18,6.9,0,1,0
SESS-001680,22.9,63.9,129.8,21,2.8,1,0,0
SESS-001681,56.2,85.3,96.8,7,1.8,0,0,0
SESS-001682,138.2,7.1,3.7,9,2103.7,5,1,1
SESS-001683,49.8,82.2,231.5,9,9.9,0,0,0
SESS-001684,30.3,30.4,148.8,20,4.4,0,0,0
SESS-001685,58.1,70.6,236.2,16,8.2,0,0,0
SESS-001686,58.7,104.0,112.5,10,16.6,0,0,0
SESS-001687,43.3,61.1,253.3,16,0.0,0,0,0
SESS-001688,41.3,68.7,219.7,16,13.0,0,0,0
SESS-001689,44.9,83.8,220.4,15,0.7,0,0,0
SESS-001690,38.5,92.7,293.3,18,3.6,0,0,0
SESS-001691,42.0,116.9,124.3,10,3.2,0,0,0
SESS-001692,113.5,1.7,36.8,9,2276.6,0,1,1
SESS-001693,46.6,91.5,130.7,15,11.9,0,0,0
SESS-001694,41.3,61.8,241.0,13,1.1,0,0,0
SESS-001695,40.6,68.9,523.4,18,1.4,0,0,0
SESS-001696,37.2,69.7,72.3,22,0.4,0,0,0
SESS-001697,43.1,95.8,196.8,16,0.4,0,0,0
SESS-001698,51.1,105.3,779.1,18,8.6,0,0,0
SESS-001699,30.3,53.1,116.2,12,11.5,0,0,0
SESS-001700,29.5,119.5,192.2,11,5.9,0,0,0
SESS-001701,52.8,51.1,465.7,18,6.5,0,0,0
SESS-001702,43.3,33.1,157.8,10,4.4,1,0,0
SESS-001703,32.9,77.7,249.4,12,0.1,0,1,0
SESS-001704,40.1,66.2,156.3,21,3.6,0,0,0
SESS-001705,47.2,76.0,77.1,10,5.9,0,0,0
SESS-001706,44.1,121.1,135.2,8,2.7,0,0,0
SESS-001707,52.4,101.1,324.5,10,12.4,0,0,0
SESS-001708,40.2,105.6,163.3,10,4.9,0,0,0
SESS-001709,44.5,98.4,138.3,12,6.7,0,1,0
SESS-001710,53.6,90.5,115.0,16,2.9,0,0,0
SESS-001711,53.9,101.2,97.6,12,0.6,0,0,0
SESS-001712,38.5,77.2,105.3,9,1.3,0,0,0
SESS-001713,52.9,76.6,139.0,20,1.1,0,0,0
SESS-001714,52.1,59.4,124.6,10,10.1,0,0,0
SESS-001715,38.1,60.2,88.5,16,10.3,0,0,0
SESS-001716,51.9,95.8,339.1,17,1.6,0,0,0
SESS-001717,39.6,88.4,339.4,16,3.6,0,0,0
SESS-001718,47.0,84.1,258.3,9,9.1,0,0,0
SESS-001719,47.8,69.5,110.7,17,9.8,0,0,0
SESS-001720,36.9,71.4,112.7,18,1.3,0,0,0
SESS-001721,26.9,51.8,205.9,14,0.7,0,0,0
SESS-001722,47.0,68.4,335.2,15,4.4,0,0,0
SESS-001723,44.0,65.9,50.5,12,0.9,0,0,0
SESS-001724,43.6,39.1,103.2,19,2.1,0,0,0
SESS-001725,52.5,85.6,214.4,15,0.7,0,0,0
SESS-001726,48.1,48.8,60.2,7,9.7,0,0,0
SESS-001727,57.7,73.6,140.0,11,0.1,0,0,0
SESS-001728,45.1,67.3,126.0,16,2.0,0,0,0
SESS-001729,33.9,58.8,212.9,14,6.4,0,0,0
SESS-001730,54.0,86.2,140.3,14,2.6,0,0,0
SESS-001731,40.8,57.8,66.2,7,0.4,0,0,0
SESS-001732,40.3,94.0,164.0,13,1.9,0,0,0
SESS-001733,30.0,68.4,61.7,17,3.4,0,0,0
SESS-001734,31.9,45.6,100.3,7,1.0,1,0,0
SESS-001735,54.9,78.7,175.5,22,7.1,0,0,0
SESS-001736,114.7,3.4,27.7,1,895.7,1,1,1
SESS-001737,38.8,81.9,267.9,22,7.0,0,0,0
SESS-001738,60.7,74.3,187.5,9,9.3,0,0,0
SESS-001739,36.2,62.4,239.6,14,1.3,0,0,0
SESS-001740,48.3,93.1,144.9,21,0.9,0,0,0
SESS-001741,54.2,57.4,272.9,6,18.3,0,0,0
SESS-001742,36.6,47.3,92.0,14,12.8,0,0,0
SESS-001743,57.0,58.7,60.2,14,0.0,0,0,0
SESS-001744,56.2,58.0,218.2,19,17.0,0,0,0
SESS-001745,38.9,64.6,209.7,15,5.8,0,0,0
SESS-001746,31.7,97.3,88.9,22,1.1,0,0,0
SESS-001747,56.4,101.2,393.2,17,13.5,0,0,0
SESS-001748,40.9,59.8,119.6,19,4.4,0,0,0
SESS-001749,49.0,44.8,557.8,7,1.4,1,0,0
SESS-001750,50.8,110.4,115.1,8,0.2,0,0,0
SESS-001751,49.9,70.9,426.4,19,3.6,0,0,0
SESS-001752,41.4,118.4,149.1,7,9.1,0,0,0
SESS-001753,53.7,76.6,133.8,21,20.2,0,0,0
SESS-001754,29.6,72.9,96.7,11,21.1,0,0,0
SESS-001755,46.8,71.0,214.8,22,3.4,0,0,0
SESS-001756,36.2,71.9,297.9,8,0.8,0,0,0
SESS-001757,26.4,90.8,151.2,12,2.3,0,0,0
SESS-001758,27.4,38.8,103.5,15,8.3,0,0,0
SESS-001759,53.6,89.0,113.2,8,1.0,0,0,0
SESS-001760,34.2,77.6,394.5,18,0.8,0,0,0
SESS-001761,52.8,96.9,209.6,13,1.5,0,0,0
SESS-001762,51.1,113.5,170.5,11,4.5,0,0,0
SESS-001763,37.0,96.5,155.3,12,0.8,0,0,0
SESS-001764,47.2,49.9,364.7,13,2.6,0,0,0
SESS-001765,59.2,75.0,106.3,13,4.5,0,0,0
SESS-001766,48.3,81.1,147.3,12,8.3,1,0,0
SESS-001767,25.2,63.4,572.6,12,7.1,0,0,0
SESS-001768,43.4,84.5,372.3,21,2.2,0,0,0
SESS-001769,35.8,77.1,91.8,16,3.1,0,1,0
SESS-001770,57.9,14.1,51.8,6,524.2,2,1,1
SESS-001771,58.2,88.3,412.5,16,10.2,0,0,0
SESS-001772,21.7,93.4,158.6,20,3.1,0,0,0
SESS-001773,53.1,29.4,364.7,15,1.0,0,0,0
SESS-001774,42.2,72.1,276.5,6,3.0,0,0,0
SESS-001775,44.6,76.7,150.4,22,1.9,0,0,0
SESS-001776,47.2,83.9,230.1,6,9.9,0,0,0
SESS-001777,42.9,79.4,421.6,6,11.5,0,0,0
SESS-001778,30.3,94.2,97.9,15,6.4,0,0,0
SESS-001779,51.7,110.0,122.0,17,5.8,0,0,0
SESS-001780,42.6,120.6,109.3,20,2.2,0,0,0
SESS-001781,30.3,75.3,263.3,16,16.6,0,0,0
SESS-001782,50.0,71.9,201.0,13,12.8,0,0,0
SESS-001783,61.0,66.7,106.2,6,0.4,0,0,0
SESS-001784,48.1,142.5,188.8,22,1.8,0,0,0
SESS-001785,26.4,72.6,38.4,11,3.9,0,1,0
SESS-001786,47.6,75.8,263.2,19,14.2,0,0,0
SESS-001787,30.9,119.9,146.1,13,1.6,0,0,0
SESS-001788,36.3,105.0,275.3,14,1.3,0,0,0
SESS-001789,61.3,65.0,115.1,11,6.3,0,0,0
SESS-001790,62.1,9.8,28.3,18,1941.8,2,1,1
SESS-001791,45.2,100.3,86.8,13,10.6,0,0,0
SESS-001792,59.6,73.9,126.9,11,5.4,0,0,0
SESS-001793,29.5,76.7,114.6,20,9.5,0,0,0
SESS-001794,61.2,62.8,53.9,19,5.4,0,0,0
SESS-001795,41.8,116.8,243.2,15,6.7,0,0,0
SESS-001796,49.0,99.2,263.4,12,0.9,0,0,0
SESS-001797,45.4,88.8,304.7,14,13.0,0,0,0
SESS-001798,59.7,84.6,76.8,12,7.3,0,0,0
SESS-001799,43.6,54.1,571.7,6,2.2,0,0,0
SESS-001800,46.7,90.0,457.0,22,10.4,1,0,0
SESS-001801,52.2,112.7,519.1,8,12.2,0,0,0
SESS-001802,49.1,78.1,403.7,20,9.0,0,0,0
SESS-001803,36.2,83.5,176.0,14,2.6,0,0,0
SESS-001804,47.2,75.7,216.0,12,3.2,0,0,0
SESS-001805,55.0,60.4,121.4,8,2.9,0,0,0
SESS-001806,60.8,119.1,140.4,22,6.1,0,0,0
SESS-001807,59.4,87.8,152.5,14,3.4,0,0,0
SESS-001808,34.5,86.7,130.9,11,2.8,0,0,0
SESS-001809,49.3,74.8,358.9,21,1.8,0,0,0
SESS-001810,48.7,63.6,118.1,7,4.8,0,0,0
SESS-001811,45.0,87.0,106.3,12,1.8,0,0,0
SESS-001812,45.4,69.7,54.4,10,4.7,0,0,0
SESS-001813,56.9,45.9,152.8,12,8.8,0,0,0
SESS-001814,43.5,71.0,131.9,10,1.1,0,0,0
SESS-001815,62.3,67.2,150.5,10,2.2,0,0,0
SESS-001816,27.0,107.7,418.3,11,8.1,0,0,0
SESS-001817,44.9,109.3,114.7,7,0.9,0,0,0
SESS-001818,49.5,50.6,192.5,11,2.6,0,0,0
SESS-001819,49.7,96.3,399.0,21,0.4,0,0,0
SESS-001820,63.2,56.2,92.3,9,1.1,0,0,0
SESS-001821,38.9,97.3,97.2,9,5.1,0,0,0
SESS-001822,47.6,52.2,128.9,17,1.8,1,0,0
SESS-001823,44.9,62.6,188.2,10,5.9,0,0,0
SESS-001824,40.9,70.1,352.8,12,1.0,0,0,0
SESS-001825,47.5,45.2,229.6,12,2.6,0,0,0
SESS-001826,79.5,43.3,429.8,16,0.2,0,0,0
SESS-001827,53.0,87.4,84.5,19,0.6,0,0,0
SESS-001828,42.5,88.8,399.9,17,8.9,0,0,0
SESS-001829,56.8,83.2,222.5,20,2.1,0,0,0
SESS-001830,52.7,111.8,107.9,6,2.3,0,0,0
SESS-001831,41.7,95.8,125.7,16,4.5,0,0,0
SESS-001832,46.7,68.3,183.4,13,0.3,0,0,0
SESS-001833,46.6,97.0,171.9,7,3.0,0,0,0
SESS-001834,47.3,53.7,259.6,16,9.9,0,0,0
SESS-001835,70.4,101.3,155.1,22,1.3,1,0,0
SESS-001836,36.0,84.6,288.2,10,0.8,0,0,0
SESS-001837,40.2,95.2,184.6,17,39.7,0,0,0
SESS-001838,35.2,53.2,262.2,19,11.6,0,0,0
SESS-001839,41.2,128.9,137.3,9,11.7,0,0,0
SESS-001840,49.3,94.7,163.6,21,0.3,0,0,0
SESS-001841,32.7,76.8,163.3,21,0.3,0,0,0
SESS-001842,35.9,144.2,235.3,21,9.8,0,0,0
SESS-001843,34.8,113.3,168.8,13,6.9,0,0,0
SESS-001844,46.0,67.8,81.6,12,0.8,0,0,0
SESS-001845,44.0,91.9,608.3,6,6.2,0,0,0
SESS-001846,50.6,77.7,94.8,7,12.3,0,0,0
SESS-001847,48.6,82.3,419.4,6,8.7,0,0,0
SESS-001848,49.2,44.5,107.2,22,1.1,0,0,0
SESS-001849,42.0,102.0,123.7,15,1.7,0,0,0
SESS-001850,46.4,59.4,222.0,20,7.1,0,0,0
SESS-001851,47.2,52.7,100.4,13,7.6,0,0,0
SESS-001852,52.5,86.0,238.9,12,4.0,0,0,0
SESS-001853,59.7,48.4,139.0,17,10.5,0,0,0
SESS-001854,43.6,89.2,236.7,11,1.7,0,0,0
SESS-001855,32.2,121.9,362.1,15,15.6,0,0,0
SESS-001856,57.4,68.4,156.0,9,2.3,0,0,0
SESS-001857,15.4,110.8,241.3,15,16.3,0,0,0
SESS-001858,37.6,79.8,71.7,18,2.1,0,0,0
SESS-001859,44.6,31.1,204.1,16,4.6,0,0,0
SESS-001860,57.7,110.4,221.0,22,9.1,0,0,0
SESS-001861,53.2,100.1,82.5,8,9.3,0,0,0
SESS-001862,44.6,91.8,117.9,16,2.0,0,0,0
SESS-001863,39.5,87.6,101.5,9,3.3,0,0,0
SESS-001864,15.0,110.4,195.5,13,6.3,0,0,0
SESS-001865,38.4,109.9,127.0,21,0.4,1,0,0
SESS-001866,44.5,120.4,214.3,20,4.2,0,0,0
SESS-001867,42.1,51.0,101.2,20,2.3,1,0,0
SESS-001868,41.3,65.9,111.8,12,4.0,0,0,0
SESS-001869,39.8,88.3,94.2,7,15.3,0,0,0
SESS-001870,43.5,56.9,113.2,15,0.1,0,0,0
SESS-001871,49.2,93.0,244.0,9,5.7,0,0,0
SESS-001872,36.1,96.5,132.5,7,1.2,0,0,0
SESS-001873,52.8,73.5,171.7,20,1.0,0,0,0
SESS-001874,53.0,69.7,247.6,10,2.3,0,0,0
SESS-001875,46.8,70.7,333.1,7,5.1,0,0,0
SESS-001876,65.0,84.1,227.3,20,12.5,0,0,0
SESS-001877,50.5,68.4,68.9,8,0.3,0,0,0
SESS-001878,41.8,75.9,353.4,19,1.0,0,0,0
SESS-001879,28.4,62.7,138.5,21,1.2,0,0,0
SESS-001880,22.4,68.2,108.8,15,8.4,0,0,0
SESS-001881,33.7,107.4,162.4,11,3.8,0,0,0
SESS-001882,45.2,83.1,91.3,16,1.2,0,0,0
SESS-001883,20.6,82.3,145.0,6,0.2,0,0,0
SESS-001884,49.0,75.0,166.1,16,5.1,0,0,0
SESS-001885,50.0,123.7,209.0,17,3.8,0,0,0
SESS-001886,41.6,51.2,329.8,19,3.4,0,0,0
SESS-001887,50.1,109.4,288.0,9,3.7,0,0,0
SESS-001888,54.2,32.2,271.9,15,7.2,0,0,0
SESS-001889,25.8,48.8,143.8,20,3.1,0,0,0
SESS-001890,27.9,60.8,173.9,15,3.5,0,0,0
SESS-001891,34.7,101.0,332.7,22,4.7,0,0,0
SESS-001892,44.8,93.3,366.1,18,0.0,0,0,0
SESS-001893,30.6,31.4,214.7,15,2.0,0,0,0
SESS-001894,55.5,103.2,237.7,20,3.4,0,0,0
SESS-001895,24.6,72.3,67.4,11,9.9,0,0,0
SESS-001896,45.1,86.2,316.3,8,0.0,0,0,0
SESS-001897,34.5,88.2,146.8,20,1.0,1,0,0
SESS-001898,39.6,66.8,126.9,6,1.3,0,0,0
SESS-001899,37.7,57.7,346.5,21,1.2,0,0,0
SESS-001900,38.1,59.9,176.1,9,10.6,0,1,0
SESS-001901,43.1,43.1,179.2,11,0.5,0,0,0
SESS-001902,35.2,66.4,115.9,22,10.5,0,0,0
SESS-001903,21.5,52.5,144.0,8,20.0,1,0,0
SESS-001904,42.8,71.0,112.3,12,7.7,0,0,0
SESS-001905,58.5,88.1,274.3,11,6.6,0,0,0
SESS-001906,58.4,94.4,172.2,12,5.4,0,0,0
SESS-001907,39.1,81.0,361.5,15,0.1,0,0,0
SESS-001908,56.2,88.2,373.3,15,1.8,0,0,0
SESS-001909,43.5,67.5,252.5,13,11.5,0,0,0
SESS-001910,23.0,88.7,184.7,20,2.6,0,0,0
SESS-001911,42.5,91.3,276.4,21,2.5,0,0,0
SESS-001912,68.6,110.6,198.9,17,0.4,0,0,0
SESS-001913,67.3,52.8,136.6,22,14.4,0,0,0
SESS-001914,46.1,65.3,159.9,17,0.8,0,0,0
SESS-001915,43.2,92.9,69.1,19,3.4,0,0,0
SESS-001916,49.4,67.4,105.9,6,1.5,0,0,0
SESS-001917,53.0,86.0,252.3,19,8.6,0,0,0
SESS-001918,40.3,75.1,178.0,21,5.9,0,0,0
SESS-001919,89.7,21.5,21.1,6,899.2,5,1,1
SESS-001920,53.2,123.2,197.9,12,2.2,0,0,0
SESS-001921,47.4,120.0,169.0,15,0.0,1,0,0
SESS-001922,43.3,47.1,159.4,15,8.9,0,0,0
SESS-001923,41.7,112.9,209.8,15,1.0,0,0,0
SESS-001924,38.2,82.4,201.5,9,11.4,0,0,0
SESS-001925,58.2,93.4,146.9,13,2.1,0,0,0
SESS-001926,39.7,85.3,189.0,17,1.1,0,0,0
SESS-001927,51.5,63.5,349.9,20,6.3,0,0,0
SESS-001928,73.6,69.6,383.6,13,5.5,0,0,0
SESS-001929,53.2,87.8,339.2,20,12.4,0,1,0
SESS-001930,42.5,91.1,238.7,7,1.0,0,0,0
SESS-001931,46.4,82.7,234.1,14,0.5,0,0,0
SESS-001932,39.8,99.1,75.9,20,1.3,0,0,0
SESS-001933,55.9,89.9,496.3,22,0.8,0,0,0
SESS-001934,36.9,92.6,265.1,7,5.8,0,0,0
SESS-001935,51.4,97.5,134.1,21,10.2,0,0,0
SESS-001936,59.6,78.5,200.8,10,9.4,0,0,0
SESS-001937,47.2,88.3,404.6,13,0.7,0,0,0
SESS-001938,54.0,70.7,303.8,8,3.4,0,1,0
SESS-001939,47.1,110.0,134.5,9,3.7,0,0,0
SESS-001940,33.9,83.2,345.9,21,1.3,0,0,0
SESS-001941,48.6,60.0,61.6,21,2.4,0,0,0
SESS-001942,46.5,59.5,422.2,18,6.3,0,0,0
SESS-001943,38.2,63.6,249.7,15,5.0,0,0,0
SESS-001944,40.7,100.2,648.4,9,1.5,0,0,0
SESS-001945,48.9,81.9,101.6,16,1.5,0,0,0
SESS-001946,52.9,68.8,240.5,10,1.1,0,0,0
SESS-001947,68.1,78.8,232.8,19,3.6,0,0,0
SESS-001948,44.1,64.8,201.6,22,0.2,0,0,0
SESS-001949,50.5,117.8,333.1,14,6.2,0,1,0
SESS-001950,51.7,114.2,138.2,17,0.1,0,0,0
SESS-001951,57.3,131.5,88.0,6,0.3,0,0,0
SESS-001952,26.1,78.5,151.8,12,6.2,0,0,0
SESS-001953,46.3,85.0,278.6,14,6.1,0,0,0
SESS-001954,74.1,70.1,152.7,18,2.7,0,0,0
SESS-001955,39.6,98.7,179.3,17,4.4,0,0,0
SESS-001956,38.4,81.1,151.0,12,5.3,0,0,0
SESS-001957,49.6,92.9,750.4,13,13.8,0,0,0
SESS-001958,52.8,84.1,212.7,18,5.5,0,0,0
SESS-001959,55.3,89.4,364.7,14,3.7,0,0,0
SESS-001960,43.2,110.5,251.1,6,7.0,0,0,0
SESS-001961,39.5,63.1,258.9,9,1.0,0,0,0
SESS-001962,54.1,64.1,144.6,20,11.5,0,0,0
SESS-001963,44.3,44.2,143.5,16,1.3,0,0,0
SESS-001964,24.3,91.0,132.3,6,9.2,0,0,0
SESS-001965,52.0,113.6,241.1,13,7.8,0,0,0
SESS-001966,45.5,36.9,802.3,18,1.3,0,0,0
SESS-001967,49.2,75.3,277.8,9,0.4,1,0,0
SESS-001968,32.2,80.7,194.9,10,2.7,0,0,0
SESS-001969,40.3,97.8,67.4,20,9.2,0,0,0
SESS-001970,45.0,71.7,149.4,22,12.7,0,0,0
SESS-001971,49.1,117.5,428.2,6,2.6,0,0,0
SESS-001972,43.7,111.4,129.8,22,0.9,0,0,0
SESS-001973,40.1,94.2,90.3,6,1.1,0,0,0
SESS-001974,54.7,80.9,108.7,17,13.9,0,0,0
SESS-001975,54.0,61.2,132.0,20,3.8,0,0,0
SESS-001976,42.9,82.5,40.2,14,10.3,0,0,0
SESS-001977,62.4,81.5,159.7,22,41.9,0,0,0
SESS-001978,87.1,30.3,19.7,14,2581.0,5,1,1
SESS-001979,47.3,96.8,432.1,13,2.8,0,0,0
SESS-001980,39.9,120.2,219.1,16,14.7,0,0,0
SESS-001981,46.0,59.3,164.9,10,8.3,0,0,0
SESS-001982,44.2,80.8,91.0,9,1.5,0,0,0
SESS-001983,58.1,85.5,152.7,18,11.6,0,0,0
SESS-001984,48.5,65.6,116.4,17,7.9,0,1,0
SESS-001985,37.3,45.8,353.6,10,2.5,1,0,0
SESS-001986,73.1,73.7,86.1,10,3.1,1,0,0
SESS-001987,33.5,75.6,128.7,8,3.8,0,0,0
SESS-001988,44.6,79.4,102.2,7,0.5,0,0,0
SESS-001989,22.9,76.7,344.2,20,4.8,0,0,0
SESS-001990,36.7,52.6,149.6,6,8.3,0,0,0
SESS-001991,50.3,88.9,58.8,8,5.8,0,0,0
SESS-001992,49.1,78.9,299.7,14,7.9,0,0,0
SESS-001993,52.8,72.2,112.8,16,3.6,0,0,0
SESS-001994,39.7,87.6,79.9,15,3.4,0,0,0
SESS-001995,30.7,91.4,157.1,12,6.6,0,0,0
SESS-001996,54.0,45.5,327.1,21,3.3,0,0,0
SESS-001997,40.5,83.7,71.9,13,2.8,0,0,0
SESS-001998,41.1,57.7,112.3,21,3.0,0,0,0
SESS-001999,53.2,105.4,145.1,11,9.2,0,0,0
SESS-002000,52.6,93.3,427.9,18,0.9,0,0,0
SESS-002001,42.5,80.8,226.4,22,4.2,1,0,0
SESS-002002,67.5,22.0,50.3,15,3938.2,1,1,1
SESS-002003,66.0,93.5,194.1,20,1.2,0,0,0
SESS-002004,41.2,53.1,352.3,10,8.7,0,0,0
SESS-002005,47.7,77.8,293.4,21,10.3,0,0,0
SESS-002006,27.4,81.3,308.4,11,16.6,0,0,0
SESS-002007,37.1,68.3,219.5,14,0.3,0,0,0
SESS-002008,42.0,127.9,358.6,20,1.8,0,0,0
SESS-002009,41.5,65.2,230.2,18,0.2,0,0,0
SESS-002010,41.1,81.5,378.4,9,0.5,0,0,0
SESS-002011,34.4,73.6,137.0,8,10.4,0,0,0
SESS-002012,37.3,61.8,240.4,10,10.5,0,0,0
SESS-002013,72.1,61.9,155.5,18,2.3,0,0,0
SESS-002014,42.8,87.1,158.3,22,9.6,0,0,0
SESS-002015,29.6,94.4,150.3,8,7.5,0,0,0
SESS-002016,34.7,63.6,163.9,22,3.3,0,0,0
SESS-002017,46.1,82.8,329.3,7,5.5,0,0,0
SESS-002018,84.6,20.7,9.1,23,3719.8,0,1,1
SESS-002019,23.7,98.2,360.1,7,1.5,0,0,0
SESS-002020,48.8,113.3,205.1,7,2.6,0,1,0
SESS-002021,57.7,62.9,479.8,17,1.3,0,0,0
SESS-002022,44.0,39.1,117.0,18,6.9,0,0,0
SESS-002023,51.6,105.6,526.5,13,10.7,0,0,0
SESS-002024,40.8,98.5,138.0,8,10.3,0,0,0
SESS-002025,46.5,84.5,321.4,15,1.0,0,0,0
SESS-002026,49.0,111.4,238.3,6,3.9,0,0,0
SESS-002027,36.6,74.3,202.5,22,3.6,0,0,0
SESS-002028,47.0,98.1,128.6,6,3.6,0,1,0
SESS-002029,33.4,91.9,340.0,9,2.0,0,0,0
SESS-002030,44.3,95.0,90.3,17,12.8,0,0,0
SESS-002031,54.6,62.2,337.2,18,13.1,0,0,0
SESS-002032,53.3,93.8,416.5,17,7.7,0,0,0
SESS-002033,51.9,81.6,543.5,9,2.1,0,0,0
SESS-002034,51.2,46.0,132.9,19,0.6,0,0,0
SESS-002035,44.0,85.0,122.3,20,2.3,0,0,0
SESS-002036,48.8,86.2,82.1,20,9.6,0,1,0
SESS-002037,42.5,43.9,205.8,14,0.2,0,0,0
SESS-002038,38.8,91.0,57.7,7,2.2,0,0,0
SESS-002039,77.5,14.3,2.0,7,3026.8,0,1,1
SESS-002040,43.2,78.8,138.0,18,10.7,0,0,0
SESS-002041,45.7,76.2,288.2,6,1.7,0,0,0
SESS-002042,53.4,51.0,270.2,15,4.6,0,0,0
SESS-002043,32.2,53.3,306.2,18,0.2,0,0,0
SESS-002044,33.1,68.5,270.4,10,1.3,0,0,0
SESS-002045,53.3,73.8,214.4,22,0.7,0,0,0
SESS-002046,59.3,64.9,157.5,17,0.8,0,0,0
SESS-002047,60.8,102.7,304.3,11,6.9,0,0,0
SESS-002048,41.2,74.0,107.6,18,3.4,0,0,0
SESS-002049,52.7,86.4,173.2,15,0.8,0,0,0
SESS-002050,51.0,101.3,289.8,14,3.8,0,0,0
SESS-002051,39.2,109.0,130.1,8,7.4,0,0,0
SESS-002052,26.9,124.4,176.9,8,0.8,0,0,0
SESS-002053,51.5,62.5,123.0,14,0.6,0,0,0
SESS-002054,35.1,83.0,596.6,22,6.8,0,0,0
SESS-002055,38.1,84.0,335.3,13,11.3,0,0,0
SESS-002056,48.0,73.0,113.3,9,0.0,0,0,0
SESS-002057,34.0,55.7,65.2,15,3.2,0,0,0
SESS-002058,39.4,102.9,110.0,7,9.0,0,1,0
SESS-002059,54.3,100.5,336.8,21,1.9,1,0,0
SESS-002060,44.4,93.2,251.5,11,1.1,0,0,0
SESS-002061,51.4,61.3,384.0,11,2.6,0,0,0
SESS-002062,55.3,79.0,267.2,10,8.2,0,0,0
SESS-002063,58.4,50.0,118.0,12,1.9,0,0,0
SESS-002064,52.4,88.5,151.7,7,2.7,0,0,0
SESS-002065,28.0,79.1,360.7,8,3.0,1,1,0
SESS-002066,56.2,98.6,130.3,18,3.0,0,0,0
SESS-002067,47.7,20.0,266.3,14,4.1,0,0,0
SESS-002068,38.4,97.0,362.5,13,7.3,0,0,0
SESS-002069,45.0,81.2,152.6,16,3.5,0,0,0
SESS-002070,43.6,102.7,405.0,16,1.5,1,0,0
SESS-002071,52.5,65.0,202.6,21,1.2,0,0,0
SESS-002072,28.3,97.3,105.6,17,7.9,0,0,0
SESS-002073,45.8,95.0,619.9,20,0.1,0,0,0
SESS-002074,38.0,95.1,236.7,17,13.2,0,0,0
SESS-002075,50.1,98.3,205.0,9,1.3,0,0,0
SESS-002076,127.8,32.9,27.5,14,3206.8,5,1,1
SESS-002077,56.8,56.1,189.0,6,0.7,0,0,0
SESS-002078,49.9,108.5,354.3,19,4.1,0,0,0
SESS-002079,61.4,99.7,93.2,18,16.3,0,0,0
SESS-002080,57.2,100.7,178.7,18,5.0,0,0,0
SESS-002081,57.2,99.3,56.4,22,0.2,0,1,0
SESS-002082,44.6,81.2,125.2,11,1.1,0,0,0
SESS-002083,62.3,99.8,361.4,20,2.4,0,0,0
SESS-002084,45.3,118.7,97.2,16,5.3,0,0,0
SESS-002085,55.3,75.7,162.4,18,0.9,0,0,0
SESS-002086,67.7,85.8,342.7,16,6.3,0,0,0
